bertscore_precision_hyp_vs_ref, 0.348,bertscore_recall_hyp_vs_ref, 0.496,bertscore_f1_hyp_vs_ref, 0.42,bertscore_precision_hyp_vs_src, 0.75,bertscore_recall_hyp_vs_src, 0.779,bertscore_f1_hyp_vs_src, 0.764,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-2_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.37,bertscore_recall_hyp_vs_ref, 0.511,bertscore_f1_hyp_vs_ref, 0.438,bertscore_precision_hyp_vs_src, 0.797,bertscore_recall_hyp_vs_src, 0.807,bertscore_f1_hyp_vs_src, 0.802,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.441,bertscore_recall_hyp_vs_ref, 0.555,bertscore_f1_hyp_vs_ref, 0.497,bertscore_precision_hyp_vs_src, 0.808,bertscore_recall_hyp_vs_src, 0.758,bertscore_f1_hyp_vs_src, 0.782,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.34,bertscore_recall_hyp_vs_ref, 0.51,bertscore_f1_hyp_vs_ref, 0.422,bertscore_precision_hyp_vs_src, 0.73,bertscore_recall_hyp_vs_src, 0.788,bertscore_f1_hyp_vs_src, 0.759,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.392,bertscore_recall_hyp_vs_ref, 0.548,bertscore_f1_hyp_vs_ref, 0.467,bertscore_precision_hyp_vs_src, 0.867,bertscore_recall_hyp_vs_src, 0.88,bertscore_f1_hyp_vs_src, 0.873,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.37,bertscore_recall_hyp_vs_ref, 0.535,bertscore_f1_hyp_vs_ref, 0.449,bertscore_precision_hyp_vs_src, 0.778,bertscore_recall_hyp_vs_src, 0.799,bertscore_f1_hyp_vs_src, 0.788,, experiment_path, experiments/x_ablation_study/MaxDepLength/level-4_prompt_feedbackloop-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_True
bertscore_precision_hyp_vs_ref, 0.065,bertscore_recall_hyp_vs_ref, -0.101,bertscore_f1_hyp_vs_ref, -0.019,bertscore_precision_hyp_vs_src, 0.075,bertscore_recall_hyp_vs_src, -0.194,bertscore_f1_hyp_vs_src, -0.064,, experiment_path, experiments/x_ablation_study/WordCount/free_style-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.334,bertscore_recall_hyp_vs_ref, 0.496,bertscore_f1_hyp_vs_ref, 0.412,bertscore_precision_hyp_vs_src, 0.71,bertscore_recall_hyp_vs_src, 0.696,bertscore_f1_hyp_vs_src, 0.703,, experiment_path, experiments/x_ablation_study/WordCount/no_sys_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.344,bertscore_recall_hyp_vs_ref, 0.493,bertscore_f1_hyp_vs_ref, 0.416,bertscore_precision_hyp_vs_src, 0.727,bertscore_recall_hyp_vs_src, 0.711,bertscore_f1_hyp_vs_src, 0.718,, experiment_path, experiments/x_ablation_study/WordCount/level-2.1_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.34,bertscore_recall_hyp_vs_ref, 0.511,bertscore_f1_hyp_vs_ref, 0.423,bertscore_precision_hyp_vs_src, 0.72,bertscore_recall_hyp_vs_src, 0.733,bertscore_f1_hyp_vs_src, 0.726,, experiment_path, experiments/x_ablation_study/WordCount/level-2_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.356,bertscore_recall_hyp_vs_ref, 0.51,bertscore_f1_hyp_vs_ref, 0.43,bertscore_precision_hyp_vs_src, 0.745,bertscore_recall_hyp_vs_src, 0.744,bertscore_f1_hyp_vs_src, 0.744,, experiment_path, experiments/x_ablation_study/WordCount/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.472,bertscore_recall_hyp_vs_ref, 0.525,bertscore_f1_hyp_vs_ref, 0.498,bertscore_precision_hyp_vs_src, 0.728,bertscore_recall_hyp_vs_src, 0.59,bertscore_f1_hyp_vs_src, 0.656,, experiment_path, experiments/x_ablation_study/WordCount/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.353,bertscore_recall_hyp_vs_ref, 0.503,bertscore_f1_hyp_vs_ref, 0.426,bertscore_precision_hyp_vs_src, 0.744,bertscore_recall_hyp_vs_src, 0.757,bertscore_f1_hyp_vs_src, 0.75,, experiment_path, experiments/x_ablation_study/WordCount/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.396,bertscore_recall_hyp_vs_ref, 0.537,bertscore_f1_hyp_vs_ref, 0.464,bertscore_precision_hyp_vs_src, 0.774,bertscore_recall_hyp_vs_src, 0.744,bertscore_f1_hyp_vs_src, 0.758,, experiment_path, experiments/x_ablation_study/WordCount/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.381,bertscore_recall_hyp_vs_ref, 0.533,bertscore_f1_hyp_vs_ref, 0.454,bertscore_precision_hyp_vs_src, 0.767,bertscore_recall_hyp_vs_src, 0.742,bertscore_f1_hyp_vs_src, 0.753,, experiment_path, experiments/x_ablation_study/WordCount/level-4_prompt_feedbackloop-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_True
bertscore_precision_hyp_vs_ref, 0.082,bertscore_recall_hyp_vs_ref, -0.152,bertscore_f1_hyp_vs_ref, -0.038,bertscore_precision_hyp_vs_src, 0.086,bertscore_recall_hyp_vs_src, -0.228,bertscore_f1_hyp_vs_src, -0.076,, experiment_path, experiments/x_ablation_study/DiffWords/free_style-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.379,bertscore_recall_hyp_vs_ref, 0.473,bertscore_f1_hyp_vs_ref, 0.424,bertscore_precision_hyp_vs_src, 0.829,bertscore_recall_hyp_vs_src, 0.763,bertscore_f1_hyp_vs_src, 0.796,, experiment_path, experiments/x_ablation_study/DiffWords/no_sys_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.396,bertscore_recall_hyp_vs_ref, 0.489,bertscore_f1_hyp_vs_ref, 0.441,bertscore_precision_hyp_vs_src, 0.83,bertscore_recall_hyp_vs_src, 0.761,bertscore_f1_hyp_vs_src, 0.795,, experiment_path, experiments/x_ablation_study/DiffWords/level-2.1_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.4,bertscore_recall_hyp_vs_ref, 0.496,bertscore_f1_hyp_vs_ref, 0.447,bertscore_precision_hyp_vs_src, 0.83,bertscore_recall_hyp_vs_src, 0.768,bertscore_f1_hyp_vs_src, 0.799,, experiment_path, experiments/x_ablation_study/DiffWords/level-2_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.401,bertscore_recall_hyp_vs_ref, 0.485,bertscore_f1_hyp_vs_ref, 0.442,bertscore_precision_hyp_vs_src, 0.816,bertscore_recall_hyp_vs_src, 0.742,bertscore_f1_hyp_vs_src, 0.779,, experiment_path, experiments/x_ablation_study/DiffWords/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.424,bertscore_recall_hyp_vs_ref, 0.512,bertscore_f1_hyp_vs_ref, 0.467,bertscore_precision_hyp_vs_src, 0.843,bertscore_recall_hyp_vs_src, 0.761,bertscore_f1_hyp_vs_src, 0.801,, experiment_path, experiments/x_ablation_study/DiffWords/level-3_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.382,bertscore_recall_hyp_vs_ref, 0.443,bertscore_f1_hyp_vs_ref, 0.412,bertscore_precision_hyp_vs_src, 0.754,bertscore_recall_hyp_vs_src, 0.661,bertscore_f1_hyp_vs_src, 0.707,, experiment_path, experiments/x_ablation_study/DiffWords/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_0_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.436,bertscore_recall_hyp_vs_ref, 0.529,bertscore_f1_hyp_vs_ref, 0.481,bertscore_precision_hyp_vs_src, 0.874,bertscore_recall_hyp_vs_src, 0.8,bertscore_f1_hyp_vs_src, 0.837,, experiment_path, experiments/x_ablation_study/DiffWords/level-4_prompt-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_False
bertscore_precision_hyp_vs_ref, 0.451,bertscore_recall_hyp_vs_ref, 0.522,bertscore_f1_hyp_vs_ref, 0.486,bertscore_precision_hyp_vs_src, 0.835,bertscore_recall_hyp_vs_src, 0.731,bertscore_f1_hyp_vs_src, 0.782,, experiment_path, experiments/x_ablation_study/DiffWords/level-4_prompt_feedbackloop-gold-filtered_wiki.valid_v1.1.src-100_gpt-4o-2024-05-13_examples_5_temp_0_chain_True
